epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,7644.86,1.27889,0.95565,1.34935,0.92047,0.74213,0.83844,0.5122,1.42745,1.02386,1.49099,0.000789327,0.000789327,0.000789327
85,7734.39,1.2785,0.93807,1.34189,0.89959,0.76932,0.84401,0.50607,1.44174,1.02363,1.49956,0.000712282,0.000712282,0.000712282
86,7824.92,1.26596,0.9401,1.33725,0.91905,0.76919,0.84229,0.50451,1.42441,1.02188,1.49051,0.000639518,0.000639518,0.000639518
87,7913.41,1.22644,0.88919,1.30209,0.90518,0.77004,0.84136,0.51471,1.41727,1.03218,1.49098,0.000571106,0.000571106,0.000571106
88,8007.13,1.25738,0.92393,1.31809,0.95721,0.75506,0.8432,0.51425,1.40178,1.01126,1.47505,0.000507115,0.000507115,0.000507115
89,8101.88,1.22646,0.89489,1.30365,0.94376,0.7615,0.84164,0.51484,1.40837,1.02968,1.47502,0.000447606,0.000447606,0.000447606
90,8196.83,1.22742,0.93619,1.30268,0.90841,0.75258,0.83912,0.50916,1.40418,1.02475,1.4787,0.00039264,0.00039264,0.00039264
91,8288.9,1.19541,0.84634,1.31277,0.91432,0.76041,0.83329,0.50866,1.41047,1.0122,1.47741,0.00034227,0.00034227,0.00034227
92,8382.62,1.1867,0.78492,1.31201,0.90249,0.7524,0.82715,0.50344,1.41494,1.01858,1.48414,0.000296546,0.000296546,0.000296546
93,8476.52,1.19532,0.79773,1.33854,0.91788,0.74062,0.8282,0.50854,1.40956,1.02347,1.48221,0.000255513,0.000255513,0.000255513
94,8568.9,1.1886,0.78012,1.3321,0.94613,0.74085,0.835,0.51158,1.40381,1.00723,1.47407,0.000219212,0.000219212,0.000219212
95,8661.28,1.17834,0.77829,1.3376,0.94247,0.72918,0.83683,0.51196,1.40989,1.0006,1.47526,0.000187678,0.000187678,0.000187678
96,8754.69,1.18134,0.77238,1.31272,0.96105,0.72476,0.84268,0.50824,1.41192,1.00486,1.47686,0.000160943,0.000160943,0.000160943
97,8847.42,1.18899,0.78557,1.31578,0.95683,0.72178,0.84321,0.51438,1.40846,1.00113,1.47428,0.000139032,0.000139032,0.000139032
98,8940.04,1.15401,0.75147,1.32038,0.87077,0.77419,0.84103,0.51855,1.40598,1.00616,1.47405,0.000121968,0.000121968,0.000121968
99,9033.24,1.13868,0.75167,1.29258,0.8802,0.7774,0.83938,0.51296,1.40346,1.00697,1.47335,0.000109768,0.000109768,0.000109768
100,9126.09,1.1512,0.77095,1.29111,0.90155,0.76515,0.83908,0.51717,1.40047,1.00075,1.46989,0.000102443,0.000102443,0.000102443
